ICD	ICD10	ICD10cm	ICD_class1	ICD_class2	ICD_class3	Phecode	Phenotype	maternal	neonatal
D17	D17.2	D17.23	Neoplasms	Benign neoplasms	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	214.1	Lipoma of skin and subcutaneous tissue	Yes	
D17	D17.2	D17.22	Neoplasms	Benign neoplasms	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	214.1	Lipoma of skin and subcutaneous tissue	Yes	
D17	D17.2	D17.2	Neoplasms	Benign neoplasms	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	214.1	Lipoma of skin and subcutaneous tissue	Yes	
D17	D17.4	D17.4	Neoplasms	Benign neoplasms	Benign lipomatous neoplasm of intrathoracic organs	214	Lipoma	Yes	
D17	D17.6	D17.6	Neoplasms	Benign neoplasms	Benign lipomatous neoplasm of spermatic cord	214	Lipoma	Yes	
D18	D18.0	D18.01	Neoplasms	Benign neoplasms	Haemangioma, any site	228.1	Hemangioma of skin and subcutaneous tissue	Yes	Yes
D18	D18.0	D18.0	Neoplasms	Benign neoplasms	Haemangioma, any site	228	Hemangioma and lymphangioma, any site	Yes	Yes
D18	D18.0	D18.09	Neoplasms	Benign neoplasms	Haemangioma, any site	228	Hemangioma and lymphangioma, any site	Yes	Yes
D18	D18.0	D18.03	Neoplasms	Benign neoplasms	Haemangioma, any site	228	Hemangioma and lymphangioma, any site	Yes	Yes
D18	D18.0	D18.00	Neoplasms	Benign neoplasms	Haemangioma, any site	228	Hemangioma and lymphangioma, any site	Yes	Yes
D18	D18.0	D18.02	Neoplasms	Benign neoplasms	Haemangioma, any site	228	Hemangioma and lymphangioma, any site	Yes	Yes
D18	D18.1	D18.1	Neoplasms	Benign neoplasms	Lymphangioma, any site	228	Hemangioma and lymphangioma, any site	Yes	Yes
D18	D18	D18	Neoplasms	Benign neoplasms	Haemangioma and lymphangioma, any site	228	Hemangioma and lymphangioma, any site	Yes	Yes
D22	D22.0	D22.0	Neoplasms	Benign neoplasms	Melanocytic naevi of lip	216	Benign neoplasm of skin	Yes	
D22	D22.1	D22.12	Neoplasms	Benign neoplasms	Melanocytic naevi of eyelid, including canthus	216	Benign neoplasm of skin	Yes	
D22	D22.1	D22.11	Neoplasms	Benign neoplasms	Melanocytic naevi of eyelid, including canthus	216	Benign neoplasm of skin	Yes	
D22	D22.1	D22.1	Neoplasms	Benign neoplasms	Melanocytic naevi of eyelid, including canthus	216	Benign neoplasm of skin	Yes	
D22	D22.1	D22.10	Neoplasms	Benign neoplasms	Melanocytic naevi of eyelid, including canthus	216	Benign neoplasm of skin	Yes	
D22	D22.5	D22.5	Neoplasms	Benign neoplasms	Melanocytic naevi of trunk	216	Benign neoplasm of skin	Yes	
D22	D22.6	D22.61	Neoplasms	Benign neoplasms	Melanocytic naevi of upper limb, including shoulder	216	Benign neoplasm of skin	Yes	
D22	D22.6	D22.60	Neoplasms	Benign neoplasms	Melanocytic naevi of upper limb, including shoulder	216	Benign neoplasm of skin	Yes	
D22	D22.6	D22.6	Neoplasms	Benign neoplasms	Melanocytic naevi of upper limb, including shoulder	216	Benign neoplasm of skin	Yes	
D22	D22.6	D22.62	Neoplasms	Benign neoplasms	Melanocytic naevi of upper limb, including shoulder	216	Benign neoplasm of skin	Yes	
D22	D22	D22	Neoplasms	Benign neoplasms	Melanocytic naevi	216	Benign neoplasm of skin	Yes	
D22	D22.9	D22.9	Neoplasms	Benign neoplasms	Melanocytic naevi, unspecified	216	Benign neoplasm of skin	Yes	
D22	D22.4	D22.4	Neoplasms	Benign neoplasms	Melanocytic naevi of scalp and neck	216	Benign neoplasm of skin	Yes	
D22	D22.3	D22.30	Neoplasms	Benign neoplasms	Melanocytic naevi of other and unspecified parts of face	216	Benign neoplasm of skin	Yes	
D22	D22.3	D22.39	Neoplasms	Benign neoplasms	Melanocytic naevi of other and unspecified parts of face	216	Benign neoplasm of skin	Yes	
D22	D22.3	D22.3	Neoplasms	Benign neoplasms	Melanocytic naevi of other and unspecified parts of face	216	Benign neoplasm of skin	Yes	
D22	D22.7	D22.70	Neoplasms	Benign neoplasms	Melanocytic naevi of lower limb, including hip	216	Benign neoplasm of skin	Yes	
D22	D22.7	D22.7	Neoplasms	Benign neoplasms	Melanocytic naevi of lower limb, including hip	216	Benign neoplasm of skin	Yes	
D22	D22.7	D22.72	Neoplasms	Benign neoplasms	Melanocytic naevi of lower limb, including hip	216	Benign neoplasm of skin	Yes	
D22	D22.7	D22.71	Neoplasms	Benign neoplasms	Melanocytic naevi of lower limb, including hip	216	Benign neoplasm of skin	Yes	
D22	D22.2	D22.20	Neoplasms	Benign neoplasms	Melanocytic naevi of ear and external auricular canal	216	Benign neoplasm of skin	Yes	
D22	D22.2	D22.22	Neoplasms	Benign neoplasms	Melanocytic naevi of ear and external auricular canal	216	Benign neoplasm of skin	Yes	
D22	D22.2	D22.2	Neoplasms	Benign neoplasms	Melanocytic naevi of ear and external auricular canal	216	Benign neoplasm of skin	Yes	
D22	D22.2	D22.21	Neoplasms	Benign neoplasms	Melanocytic naevi of ear and external auricular canal	216	Benign neoplasm of skin	Yes	
D24	D24	D24	Neoplasms	Benign neoplasms	Benign neoplasm of breast	610.4	Benign neoplasm of breast	Yes	
D25	D25.9	D25.9	Neoplasms	Benign neoplasms	Leiomyoma of uterus, unspecified	218.1	Uterine leiomyoma	Yes	
D25	D25.2	D25.2	Neoplasms	Benign neoplasms	Subserosal leiomyoma of uterus	218.1	Uterine leiomyoma	Yes	
D25	D25.1	D25.1	Neoplasms	Benign neoplasms	Intramural leiomyoma of uterus	218.1	Uterine leiomyoma	Yes	
D25	D25	D25	Neoplasms	Benign neoplasms	Leiomyoma of uterus	218.1	Uterine leiomyoma	Yes	
D25	D25.0	D25.0	Neoplasms	Benign neoplasms	Submucous leiomyoma of uterus	218.1	Uterine leiomyoma	Yes	
D50	D50	D50	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Nutritional anaemias	Iron deficiency anaemia	280.1	Iron deficiency anemias, unspecified or not due to blood loss	Yes	Yes
D50	D50.9	D50.9	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Nutritional anaemias	Iron deficiency anaemia, unspecified	280.1	Iron deficiency anemias, unspecified or not due to blood loss	Yes	Yes
D50	D50.8	D50.8	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Nutritional anaemias	Other iron deficiency anaemias	280.1	Iron deficiency anemias, unspecified or not due to blood loss	Yes	Yes
D50	D50.0	D50.0	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Nutritional anaemias	Iron deficiency anaemia secondary to blood loss (chronic)	280.2	Iron deficiency anemia secondary to blood loss (chronic)	Yes	Yes
D50	D50.1	D50.1	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Nutritional anaemias	Sideropenic dysphagia	280.1	Iron deficiency anemias, unspecified or not due to blood loss	Yes	Yes
D56	D56	D56	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Haemolytic anaemias	Thalassaemia	282.8	Other hemoglobinopathies	Yes	Yes
D56	D56.1	D56.1	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Haemolytic anaemias	Beta thalassaemia	282.8	Other hemoglobinopathies	Yes	Yes
D56	D56.8	D56.8	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Haemolytic anaemias	Other thalassaemias	282.8	Other hemoglobinopathies	Yes	Yes
D56	D56.3	D56.3	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Haemolytic anaemias	Thalassaemia trait	282.8	Other hemoglobinopathies	Yes	Yes
D56	D56.9	D56.9	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Haemolytic anaemias	Thalassaemia, unspecified	282.8	Other hemoglobinopathies	Yes	Yes
D56	D56.0	D56.0	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Haemolytic anaemias	Alpha thalassaemia	282.8	Other hemoglobinopathies	Yes	Yes
D56	D56.4	D56.4	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Haemolytic anaemias	Hereditary persistence of fetal haemoglobin [HPFH]	282.8	Other hemoglobinopathies	Yes	Yes
D56	D56.2	D56.2	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Haemolytic anaemias	Delta-beta thalassaemia	282.8	Other hemoglobinopathies	Yes	Yes
D64	D64	D64	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Aplastic and other anaemias	Other anaemias	NA	NA		Yes
D64	D64.0	D64.0	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Aplastic and other anaemias	Hereditary sideroblastic anaemia	NA	NA		Yes
D64	D64.1	D64.1	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Aplastic and other anaemias	Secondary sideroblastic anaemia due to disease	NA	NA		Yes
D64	D64.2	D64.2	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Aplastic and other anaemias	Secondary sideroblastic anaemia due to drugs and toxins	NA	NA		Yes
D64	D64.3	D64.3	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Aplastic and other anaemias	Other sideroblastic anaemias	NA	NA		Yes
D64	D64.4	D64.4	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Aplastic and other anaemias	Congenital dyserythropoietic anaemia	NA	NA		Yes
D64	D64.8	D64.8	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Aplastic and other anaemias	Other specified anaemias	NA	NA		Yes
D64	D64.9	D64.9	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Aplastic and other anaemias	Anaemia, unspecified	NA	NA		Yes
D69	D69.2	D69.2	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Other nonthrombocytopenic purpura	NA	NA		Yes
D69	D69.3	D69.3	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Idiopathic thrombocytopenic purpura	NA	NA		Yes
D69	D69.4	D69.4	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Other primary thrombocytopenia	NA	NA		Yes
D69	D69.5	D69.5	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Secondary thrombocytopenia	NA	NA		Yes
D69	D69.6	D69.6	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Thrombocytopenia, unspecified	NA	NA		Yes
D69	D69.8	D69.8	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Other specified haemorrhagic conditions	NA	NA		Yes
D69	D69.9	D69.9	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Haemorrhagic condition, unspecified	NA	NA		Yes
D69	D69	D69	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Purpura and other haemorrhagic conditions	NA	NA		Yes
D69	D69.0	D69.0	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Allergic purpura	NA	NA		Yes
D69	D69.1	D69.1	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Coagulation defects, purpura and other haemorrhagic conditions	Qualitative platelet defects	NA	NA		Yes
D72	D72.1	D72.1	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Eosinophilia	288.3	Eosinophilia	Yes	
D72	D72	D72	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other disorders of white blood cells	288.2	Elevated white blood cell count	Yes	
D72	D72.9	D72.9	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Disorder of white blood cells, unspecified	288	Diseases of white blood cells	Yes	
D72	D72.8	D72.823	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other specified disorders of white blood cells	288.2	Elevated white blood cell count	Yes	
D72	D72.8	D72.82	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other specified disorders of white blood cells	288.2	Elevated white blood cell count	Yes	
D72	D72.8	D72.821	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other specified disorders of white blood cells	288.2	Elevated white blood cell count	Yes	
D72	D72.8	D72.818	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other specified disorders of white blood cells	288.1	Decreased white blood cell count	Yes	
D72	D72.8	D72.810	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other specified disorders of white blood cells	288.1	Decreased white blood cell count	Yes	
D72	D72.8	D72.822	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other specified disorders of white blood cells	288.2	Elevated white blood cell count	Yes	
D72	D72.8	D72.828	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other specified disorders of white blood cells	288.2	Elevated white blood cell count	Yes	
D72	D72.8	D72.89	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other specified disorders of white blood cells	288	Diseases of white blood cells	Yes	
D72	D72.8	D72.8	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	Other diseases of blood and blood-forming organs	Other specified disorders of white blood cells	288	Diseases of white blood cells	Yes	
